prompts,language,final prompt,poem_generator
write a poem that praises the music's harmony, in portuguese,write a poem that praises the music's harmony in portuguese,"Harmonia Sublime

Notas que dançam no ar,
Melodias que vêm e vão,
Acordes que fazem pulsar
O coração em pura emoção.

Sons que se entrelaçam suaves,
Ritmos que flutuam ligeiros,
Como asas de invisíveis aves
Tocando segredos inteiros.

Música, força divinal
Que une almas em seu abraço,
Tua beleza é um sinal
De um celestial compasso.

Harmonia que se desdobra,
Cada nota um puro cristal,
Tua graça sempre cobra
Um momento quase eternal.

Música, arte suprema,
Que conecta o som e o ser,
És um luminoso poema
Que só a alma pode ver."
write a poem that criticizes the art's pretension, in portuguese,write a poem that criticizes the art's pretension in portuguese,"Na galeria de mármore e luz,
Onde o vazio se traveste de arte,
Pinturas sem alma, sem cor, sem parte,
Pretensiosa, a elite se produz.

Críticos falam em tom pomposo,
Palavras ocas de significado,
Um quadrado branco, mal traçado,
Vira objeto de um culto mentiroso.

Instalações de plástico e conceito,
Que nada dizem, apenas fingem
Profundidade onde só há vertigem,
Um mundo artificial, mal feito.

A arte moderna, em seu altar,
Celebra o vazio com vaidade,
Esconde a falta de verdade
No que não consegue explicar.

Vernissagens de falsa eloquência,
Onde o ego se expõe sem pudor,
Um teatro de falso esplendor,
Sem beleza, sem real essência."
write a poem that honors the friendship's loyalty, in portuguese,write a poem that honors the friendship's loyalty in portuguese,"Laço de Amizade

No tecido da vida, entrelaçados,
Nossos corações, firmes e abraçados
Não importa a distância, não importa a dor
Nossa amizade brilha com vigor e cor

Nos momentos de sombra, de luz e de dor
Estamos unidos, com força e amor
Leais companheiros, de mãos dadas vamos
Nossos passos e sonhos juntos guardamos

Segredos compartilhados, sorrisos sinceros
Lágrimas enxugadas, caminhos certeiros
A verdadeira amizade não conhece fronteiras
Resiste ao tempo, ultrapassa barreiras

Meu amigo, meu irmão de alma e coração
Nossa lealdade é pura, é nossa canção
Juntos seguiremos, firmes e constantes
Amigos para sempre, eternos e vibrantes"
write a poem about a secret you never told anyone, in portuguese,write a poem about a secret you never told anyone in portuguese,"Segredo guardado
No fundo do peito,
Silêncio pesado
Que nunca foi feito.

Palavras ocultas
Na sombra do meu ser,
Verdades adultas
Que não quero dizer.

Lágrimas contidas
Em noites sem fim,
Memórias feridas
Longe de mim.

Um sussurro calado
Que ecoa no peito,
Um peso dobrado
Num segredo estreito.

Ninguém vai saber
O que guardo aqui,
Nem mesmo querer
Entender por que.

Segredo tão fundo
Que não vai sair,
Meu próprio mundo
Que não posso dividir."
write a poem about a place you always wanted to visit, in portuguese,write a poem about a place you always wanted to visit in portuguese,"Machu Picchu, sonho antigo

Terra de pedras e mistério,
Erguida no alto da montanha,
Onde o tempo parece eterno
E a história se entrelaça eanha.

Ruínas incas de beleza rara,
Cenário que me encanta e seduz,
Teus caminhos de pedra clara
Brilham sob andina luz.

Quero pisar teu solo sagrado,
Sentir a energia ancestral,
Onde o passado está guardado
Num cenário quase celestial.

Machu Picchu, meu desejo ardente,
Lugar de poder e emoção,
Teu chamado ecoa persistente
Dentro do meu coração.

Montanhas que tocam o céu,
Segredos de um povo antigo,
Teu verde, teu rochedo, teu véu
Serão, um dia, meu abrigo."
write a poem about a person you admire, in portuguese,write a poem about a person you admire in portuguese,"Guerreira de alma forte,
Mulher de coragem sem igual,
Tua luta é meu norte,
Teu exemplo, meu ideal.

Olhos brilhantes de esperança,
Passos firmes contra a adversidade,
Tua força me alcança,
Tua força me dá liberdade.

Construída de garra e sonho,
Tecendo histórias com paixão,
Teu caminho, meu aconchego,
Tua vida, minha inspiração.

Resiliente como uma flor
Que nasce entre as pedras duras,
Teu espírito, meu maior valor,
Tuas conquistas, minhas venturas."
write a poem about a thing you regret, in portuguese,write a poem about a thing you regret in portuguese,"Sombras do Arrependimento

Palavras não ditas, silêncio que dói
Momentos perdidos que o tempo desfaz
Um gesto que faltou, um abraço que não foi
Meu coração carrega essa mágoa rapaz

Lágrimas secas na memória guardadas
Lembranças que cortam como um punhal
Oportunidades vazias, esperanças caladas
Um erro que ecoa, tão cruel, tão fatal

Se pudesse voltar, mudar o que passou
Reescrever a história com mais emoção
Mas o tempo não volta, o destino já traçou
E me deixa aqui, preso na solidão

Arrependimento, meu companheiro fiel
Sussurrando segredos de um passado infiel
Carrego comigo essa dor, esse peso
Que me consome por inteiro, sem resto"
write a poem about a moment you cherish, in portuguese,write a poem about a moment you cherish in portuguese,"Um Instante de Amor

No silêncio suave da tarde dourada,
Teus olhos encontram os meus, sem palavras,
Um sorriso singelo, uma troca de olhares
Que faz meu coração pulsar sem medidas.

Teu abraço me envolve, quente e profundo
Como um rio de afetos que não tem fim
Neste momento preciso e tão raro
Onde o tempo se dobra só para mim.

Cada gesto, cada toque, cada respirar
Traduz uma história de amor verdadeiro
Um instante guardado na memória
Que ressoa como um canto singelo e primeiro.

Nesta fração de segundo infinito
Onde só existimos eu e tu
Sinto que a vida é pura magia
E o amor, nossa mais linda luz."
write a poem about a challenge you overcame, in portuguese,write a poem about a challenge you overcame in portuguese,"Passos de Superação

Nos olhos da dúvida, um brilho tremendo
Desafio que me prendia, quase me rendendo
Mas meu espírito era mais forte que o medo
Cada passo, um grito, cada gesto, um segredo

Noites sem dormir, pensamentos em batalha
Lutando contra a insegurança que me espalha
Mas dentro de mim crescia uma força imensa
Que transformava cada obstáculo em sentença

Não seria fácil, mas eu iria passar
Minha determinação não deixaria de brotar
Com coragem e suor, desenhei meu caminho
Quebrando correntes, superando cada espinho

E quando finalmente cheguei ao fim da estrada
Percebi que a vitória não era só conquistada
Era parte de mim, minha essência transformada
Uma história de luta, bravura revelada

Hoje sorrio, olhando para trás sem temer
Sei que cada desafio me fez crescer e vencer
Minha jornada não foi simples, mas foi real
Um triunfo genuíno, profundamente pessoal"
write a poem about a question you can't answer, in portuguese,write a poem about a question you can't answer in portuguese,"Pergunta sem resposta

No silêncio da minha alma inquieta,
Ecoa um mistério que me completa,
Palavra suspensa no ar tremendo,
Enigma que fico sempre querendo.

Não sei de onde vim, nem para onde vou,
Sentimento que em mim se renova e flui,
Pergunta que no peito sempre sou,
Mas cujo sentido jamais traduzi.

Gira o pensamento em círculos vazios,
Tentando abraçar o que não se alcança,
Mistério que escorre entre os dedos mios,
Como água que foge da minha esperança.

E assim permanece, sem fim nem começo,
A questão que me habita, que me atravessa,
Mistério profundo do qual não conheço
Nem a origem, nem o que me confessa."
write a poem about a fear you conquered, in portuguese,write a poem about a fear you conquered in portuguese,"Medo Vencido

Tremia de pavor, meu coração batia
Diante do abismo que me assombrava
A altura me prendia, me encolhia
Meu corpo todo em medo se dobrava

Mas algo dentro de mim gritou mais forte
Que o medo paralisante e tão profundo
Decidi que não seria minha sorte
Ficar preso aos limites deste mundo

Um passo, depois outro, devagar
Meus olhos fixos no horizonte amplo
Senti meu corpo finalmente aceitar
Que posso ir além de qualquer campo

A coragem nasceu como uma flor
Brotando no centro do meu peito
Meu medo se desfez, perdi o temor
E finalmente me vi por inteiro, perfeito

Venci a altura, venci o meu terror
Provei a mim mesmo minha própria força
E descobri que dentro do meu cor
Habita uma incrível e brava torça"
write a poem about a hope you have, in portuguese,write a poem about a hope you have in portuguese,"Esperança em Flor

Nos olhos da manhã, um sonho desponta
Suave como um abraço, forte como a aurora
Minha esperança cresce, delicada e pronta
Para colorir o mundo em cada nova hora

Quero ver um tempo de justiça e amor
Onde as mãos se encontrem sem medo ou distância
Onde cada criança tenha paz e seu próprio vigor
E a vida dance livre, plena de abundância

Não peço um milagre, só um gesto sincero
De união, respeito, de olhar mais profundo
Acredito que juntos, com um pulso certeiro
Podemos transformar este nosso mundo

A esperança é semente que germina no peito
Silenciosa, mas forte, resiliente e pura
Sei que um dia colheremos o mais belo projeto
De uma terra mais justa, mais livre, mais segura"
write a poem about a lie you believed, in portuguese,write a poem about a lie you believed in portuguese,"Mentira Acreditada

Palavras suaves como seda
Tecidas com delicadeza
Envolveram meu coração
Sem deixar qualquer tristeza

Acreditei em cada som
Em cada gesto, em cada olhar
Construí sonhos tão profundos
Que não queria desconfiar

A verdade era outra ali
Bem diferente do que ouvi
Mas minha alma adormecida
Não queria ver além de si

Ilusão tão bem tecida
Que me abraçou por inteiro
Escondia sua ferida
Com um sorriso ligeiro

Quando a máscara caiu
E a verdade se mostrou
Minha ingenuidade cedeu
E a dor enfim me tocou"
write a poem about a dream you had, in portuguese,write a poem about a dream you had in portuguese,"Sonho Etéreo

Na névoa densa do meu sono profundo,
Flutuei por paisagens de luz e mistério,
Onde cores dançavam sem som nem limite,
E meus passos eram leves como suspiro.

Vi montanhas de cristal se derretendo,
Nuvens pintadas em tons de aquarela,
Minha alma vagava sem peso nem tempo,
Entre realidades de seda e canela.

Sussurros de vento contavam segredos,
Que só no sonho podem existir,
Fragmentos de memórias inventadas,
Onde o impossível chega a sorrir.

E quando acordei, ainda nos meus olhos
Brilhavam vestígios desse mundo oculto,
Um universo efêmero e tão vivo,
Que a realidade parecia um insulto."
write a poem about a hobby you enjoy, in portuguese,write a poem about a hobby you enjoy in portuguese,"Meu Refúgio de Linhas e Cores

Pincel na mão, tela em branco
Meu mundo se abre em silêncio
Cores dançam, formas surgem
Cada traço, um sentimento

Azuis profundos de mar calmo
Vermelhos quentes de paixão
Amarelos que brilham suaves
Pintando minha emoção

Na tela, histórias se revelam
Paisagens de alma e desejo
Cada pincelada é um suspiro
Cada quadro, meu mais novo beijo

Arte que me abraça e liberta
Momento de pura criação
Onde o mundo para um instante
E fala só pelo coração

Pintar é mais que desenhar
É respirar, é existir
É transformar o invisível
Em algo que se pode sentir"
write a poem about a pet you love, in portuguese,write a poem about a pet you love in portuguese,"Meu Amigo Peludo

Olhos doces, pelo macio,
Companheiro do meu dia a dia,
Sempre ao meu lado com alegria,
Meu cão, meu amor, meu desafio.

Patas que dançam no chão da casa,
Rabo que balança sem parar,
Sua energia que me abraça,
E me faz sempre sorrir e amar.

Nos momentos de tristeza ou dor,
Ele está ali, sem hesitar,
Com um carinho, um latido de amor,
Pronto pra me consolar e me acalmar.

Meu amigo fiel, meu companheiro,
Que me ensina o que é pureza,
Um amor sincero, verdadeiro,
Que enche minha vida de beleza."
write a poem about a food you hate, in portuguese,write a poem about a food you hate in portuguese,"Ó brócolis, verde e amargo,
Que em meu prato causas desespero,
Tua textura me deixa em um cargo
De nojo, tristeza e desespero.

Tuas flores, tão duras e secas,
Parecem pequenas árvores sem graça,
Teu sabor me deixa em falsas checas,
Meu estômago em completa desgraça.

Nem molho, nem tempero te salva,
Tua presença me causa pavor,
És como uma verde e torpe malva,
Que me tira qualquer tipo de amor.

Brócolis, tu és meu inimigo,
Meu pior pesadelo no jantar,
Prefiro ficar sem qualquer abrigo
Do que contigo ter que me alimentar."
